student_id,gender,math_score,science_score,english_score,overall_score,final_grade
9552,female,83.7,75.5,87.5,78.3,c
9553,female,34.6,63.1,68.5,58.3,d
9554,other,78.5,74.7,95.1,81.2,c
9555,other,57.8,63.0,53.9,61.2,d
9556,female,54.6,85.4,78.8,74.5,c
9557,female,50.6,47.0,33.6,40.8,e
9558,female,61.1,42.1,53.9,61.4,d
9559,other,63.9,51.4,44.0,59.1,d
9560,female,39.4,34.6,58.9,43.5,e
9561,other,59.3,57.6,64.0,51.3,e
9562,male,45.4,39.4,67.4,44.4,e
9563,other,37.1,31.3,39.1,30.9,f
9564,other,57.6,50.5,60.7,56.1,d
9565,other,58.9,52.6,49.5,54.1,e
9566,other,53.0,69.9,63.6,52.0,e
9567,female,81.6,100.0,82.1,77.7,c
9568,male,81.1,83.0,67.7,80.3,c
9569,female,68.7,74.2,85.5,84.3,c
9570,female,38.4,55.2,39.6,52.9,e
9571,male,64.1,84.4,72.8,69.1,d
9572,male,100.0,93.8,100.0,91.3,b
9573,male,42.9,26.3,39.8,43.0,e
9574,female,25.2,36.9,31.2,38.6,f
9575,male,51.9,41.6,74.4,54.8,e
9576,other,49.6,44.5,57.0,54.0,e
9577,male,34.4,35.3,42.6,36.6,f
9578,other,51.2,35.5,47.6,44.0,e
9579,other,68.8,68.4,73.7,63.6,d
9580,female,67.2,66.4,64.3,56.8,d
9581,female,67.6,57.4,68.2,70.2,c
9582,other,91.1,96.9,70.9,87.2,b
9583,male,44.5,43.1,29.1,34.6,f
9584,other,90.5,92.0,92.3,91.2,b
9585,female,42.6,65.7,73.5,62.5,d
9586,male,73.4,82.7,92.4,76.6,c
9587,other,97.8,90.7,78.1,80.3,c
9588,female,66.7,46.9,83.2,63.7,d
9589,male,78.6,87.2,83.6,78.1,c
9590,female,73.0,90.2,81.7,79.0,c
9591,female,64.2,71.4,72.3,69.1,d
9592,other,56.4,63.6,63.2,55.1,d
9593,female,79.9,52.0,73.0,71.8,c
9594,other,52.0,75.1,67.5,66.5,d
9595,other,46.6,45.1,67.0,57.1,d
9596,male,51.3,58.2,60.3,48.3,e
9597,female,92.7,100.0,92.6,91.9,b
9598,male,81.3,100.0,99.8,100.0,a
9599,female,57.5,77.3,53.8,61.5,d
9600,male,94.5,79.2,78.4,81.5,c
9601,female,54.3,66.1,66.8,54.8,e
9602,male,63.3,70.0,73.2,72.2,c
9603,female,98.0,100.0,100.0,99.6,a
9604,female,78.8,71.0,59.6,66.0,d
9605,other,56.7,27.6,54.8,51.5,e
9606,other,72.4,88.3,86.1,79.9,c
9607,female,46.8,26.6,59.0,41.9,e
9608,female,96.6,100.0,81.1,100.0,a
9609,other,36.2,56.7,58.7,48.4,e
9610,other,34.5,23.7,26.5,24.9,f
9611,male,80.7,93.5,76.8,75.8,c
9612,female,51.6,63.1,41.9,60.7,d
9613,other,81.4,63.4,57.9,72.3,c
9614,male,13.6,38.7,41.4,35.9,f
9615,male,87.1,100.0,100.0,87.3,b
9616,other,64.0,47.0,44.8,42.2,e
9617,other,100.0,78.0,100.0,97.1,a
9618,female,96.9,100.0,71.9,100.0,a
9619,female,57.4,35.7,14.6,30.9,f
9620,female,50.2,45.8,27.1,44.4,e
9621,female,70.0,46.2,82.9,72.1,c
9622,other,100.0,92.2,100.0,100.0,a
9623,other,63.8,73.4,68.5,68.3,d
9624,female,100.0,100.0,100.0,96.1,a
9625,male,88.0,82.0,88.7,91.1,b
9626,male,74.4,63.5,84.7,71.5,c
9627,male,55.9,49.6,74.7,58.3,d
9628,female,58.7,81.1,58.0,75.2,c
9629,female,78.1,90.1,91.7,84.1,c
9630,other,62.9,69.8,71.0,63.8,d
9631,other,50.6,46.9,40.1,51.3,e
9632,female,75.0,60.2,51.9,66.5,d
9633,male,96.8,96.6,89.9,90.8,b
9634,other,61.1,78.7,67.7,64.6,d
9635,other,66.3,72.9,77.2,70.3,c
9636,female,65.7,67.9,77.4,63.6,d
9637,male,47.0,41.3,50.6,49.6,e
9638,female,42.7,36.0,49.3,47.1,e
9639,female,59.9,73.7,92.2,67.7,d
9640,other,66.0,65.4,72.8,69.4,d
9641,female,80.2,74.8,69.3,74.7,c
9642,female,33.4,51.6,50.5,43.2,e
9643,female,47.9,47.8,38.2,42.7,e
9644,female,100.0,76.9,78.1,82.5,c
9645,male,35.6,47.9,30.3,40.5,e
9646,male,86.4,98.5,92.0,88.7,b
9647,other,68.3,86.9,86.9,72.5,c
9648,female,98.7,92.7,100.0,95.2,a
9649,other,57.9,59.3,68.2,60.8,d
9650,female,97.8,90.8,100.0,100.0,a
9651,other,70.2,93.6,100.0,85.4,b
9652,male,34.9,46.5,30.2,37.3,f
9653,male,67.3,80.2,73.2,78.9,c
9654,female,32.4,55.9,43.8,39.8,f
9655,other,91.6,83.6,80.2,79.7,c
9656,male,59.1,60.3,60.3,67.7,d
9657,female,83.7,89.1,89.9,87.4,b
9658,male,80.8,73.2,54.2,74.9,c
9659,other,97.3,100.0,100.0,100.0,a
9660,female,42.6,62.8,29.0,36.8,f
9661,female,100.0,100.0,80.4,100.0,a
9662,male,85.3,92.5,91.3,80.8,c
9663,male,44.9,44.1,58.8,57.4,d
9664,female,47.5,51.9,43.1,37.7,f
9665,female,52.3,63.4,74.4,55.7,d
9666,other,20.8,53.8,49.6,39.4,f
9667,male,56.5,51.2,81.2,68.0,d
9668,male,47.3,42.5,53.6,49.5,e
9669,male,73.2,73.5,88.7,66.4,d
9670,male,54.8,42.7,63.7,58.5,d
9671,male,51.5,64.4,35.5,48.9,e
9672,female,83.6,94.5,72.8,88.1,b
9673,male,67.9,51.2,58.4,49.4,e
9674,male,50.8,49.3,49.3,57.8,d
9675,other,100.0,88.7,97.4,95.2,a
9676,female,56.0,45.3,62.9,56.3,d
9677,other,61.6,55.4,54.5,57.6,d
9678,other,50.5,85.0,65.0,75.9,c
9679,male,91.5,72.2,64.7,75.6,c
9680,female,89.6,100.0,96.4,99.3,a
9681,other,100.0,86.5,100.0,100.0,a
9682,female,34.4,22.9,28.8,40.9,e
9683,other,70.9,96.2,100.0,84.4,c
9684,other,72.8,57.2,69.5,63.8,d
9685,female,75.8,79.7,85.5,81.2,c
9686,male,62.9,55.4,63.7,64.0,d
9687,female,89.5,95.2,93.9,92.5,b
9688,other,26.8,62.0,49.2,45.0,e
9689,female,56.9,61.3,70.8,69.0,d
9690,other,54.9,59.8,89.6,75.5,c
9691,female,90.7,88.3,100.0,100.0,a
9692,female,72.3,57.1,59.3,56.6,d
9693,other,46.9,23.0,28.2,34.8,f
9694,male,100.0,83.3,83.5,92.0,b
9695,female,80.5,49.6,71.1,70.6,c
9696,male,38.4,38.1,33.4,35.2,f
9697,female,96.6,89.2,88.3,81.7,c
9698,other,71.7,67.7,94.3,76.5,c
9699,other,100.0,93.1,100.0,100.0,a
9700,male,43.0,44.1,35.9,42.2,e
9701,other,84.4,89.6,72.1,84.2,c
9702,other,67.0,67.2,65.7,66.5,d
9703,other,86.0,73.2,75.4,72.2,c
9704,female,100.0,76.8,71.2,80.5,c
9705,male,43.8,62.8,56.8,56.4,d
9706,female,87.3,81.9,90.3,77.3,c
9707,other,54.9,48.8,53.5,57.5,d
9708,female,33.7,30.2,32.7,34.0,f
9709,female,62.7,67.8,70.4,62.1,d
9710,male,100.0,97.9,100.0,92.4,b
9711,female,47.3,50.5,68.2,60.7,d
9712,female,54.6,67.6,54.1,68.1,d
9713,female,60.7,55.9,74.9,60.0,d
9714,other,84.4,80.2,92.8,99.0,a
9715,male,83.0,96.6,76.7,81.1,c
9716,male,94.5,80.8,71.7,84.4,c
9717,other,60.6,48.3,51.6,56.3,d
9718,other,76.8,72.4,76.3,72.9,c
9719,male,38.8,42.5,35.8,47.1,e
9720,other,42.9,39.7,25.0,26.3,f
9721,male,83.5,82.0,55.2,70.6,c
9722,male,96.5,82.9,89.3,83.2,c
9723,male,53.5,56.7,43.5,47.6,e
9724,female,66.0,76.0,78.3,75.8,c
9725,male,62.7,58.8,70.1,75.6,c
9726,male,90.0,78.1,80.1,78.0,c
9727,other,89.3,88.5,86.4,94.2,b
9728,female,49.5,56.2,52.4,63.5,d
9729,female,75.5,100.0,100.0,100.0,a
9730,other,85.5,95.6,87.8,74.9,c
9731,male,96.3,77.3,68.0,85.1,b
9732,other,85.5,65.6,52.3,63.2,d
9733,female,96.2,94.8,100.0,94.0,b
9734,other,84.1,100.0,83.5,83.1,c
9735,other,30.9,46.7,52.7,51.1,e
9736,male,79.6,86.1,90.2,69.0,d
9737,male,68.3,51.8,66.4,70.2,c
9738,female,46.9,41.0,37.6,47.3,e
9739,female,65.0,81.7,64.6,73.2,c
9740,male,85.7,65.2,97.4,86.5,b
9741,male,70.5,64.4,49.7,67.2,d
9742,other,41.0,30.6,34.3,44.5,e
9743,other,33.0,33.3,42.5,47.1,e
9744,male,56.9,65.8,33.1,48.7,e
9745,other,40.3,45.6,26.4,35.6,f
9746,male,29.0,33.5,43.2,31.8,f
9747,female,86.2,84.7,61.8,72.0,c
9748,male,82.4,89.7,66.1,84.8,c
9749,female,89.0,96.7,86.6,87.0,b
9750,male,57.4,82.4,57.6,79.5,c
9751,male,69.5,73.6,90.1,77.6,c
9752,male,42.5,31.2,32.9,38.4,f
9753,male,68.6,69.1,65.5,71.4,c
9754,male,51.6,29.3,43.9,45.7,e
9755,female,57.2,80.0,86.2,78.9,c
9756,other,96.4,100.0,84.5,90.1,b
9757,male,48.5,41.5,26.0,50.0,e
9758,other,82.6,67.6,59.7,68.8,d
9759,female,71.2,51.0,78.7,72.4,c
9760,male,47.3,42.1,28.9,41.3,e
9761,male,84.9,100.0,73.9,79.1,c
9762,other,68.5,60.8,58.9,59.0,d
9763,male,58.3,64.9,46.5,55.0,d
9764,female,92.6,87.5,95.8,92.4,b
9765,male,29.2,37.1,23.7,31.1,f
9766,other,61.5,44.5,66.8,50.8,e
9767,other,84.4,89.6,97.4,87.5,b
9768,male,52.9,41.6,57.6,58.6,d
9769,male,70.8,74.4,78.3,63.2,d
9770,female,77.5,71.1,68.6,66.1,d
9771,female,66.5,58.0,53.8,50.8,e
9772,female,48.0,27.1,36.9,31.4,f
9773,female,85.9,88.8,86.2,84.0,c
9774,male,40.2,48.3,40.5,33.7,f
9775,male,100.0,87.1,97.2,94.6,b
9776,female,60.9,58.1,53.8,50.5,e
9777,other,88.9,72.4,90.2,72.6,c
9778,other,91.4,97.2,96.9,81.6,c
9779,female,14.0,14.3,9.9,21.6,f
9780,other,80.5,77.4,82.2,82.7,c
9781,female,66.3,92.0,80.7,82.2,c
9782,female,72.9,73.5,56.7,75.1,c
9783,female,93.5,100.0,100.0,99.1,a
9784,female,34.4,48.6,31.3,41.0,e
9785,male,84.4,88.7,95.5,86.6,b
9786,other,76.0,67.2,69.1,84.4,c
9787,male,34.7,53.2,43.9,46.5,e
9788,male,79.9,63.1,66.2,69.6,d
9789,female,56.5,47.6,70.5,62.5,d
9790,male,57.8,77.8,61.5,60.4,d
9791,male,60.5,59.8,56.4,48.2,e
9792,female,67.8,63.3,76.6,75.3,c
9793,male,60.3,29.2,46.7,52.6,e
9794,male,34.9,45.2,39.1,47.6,e
9795,female,87.8,100.0,94.5,86.5,b
9796,female,96.1,79.9,79.6,89.7,b
9797,other,58.5,59.9,62.8,64.4,d
9798,male,45.2,23.9,22.9,34.8,f
9799,other,79.8,77.8,75.2,74.5,c
9800,female,48.4,43.8,50.0,44.9,e
9801,female,80.9,61.9,67.5,69.7,d
9802,other,83.2,59.7,55.7,74.6,c
9803,male,52.2,54.7,60.2,52.3,e
9804,other,34.8,58.4,45.3,49.8,e
9805,male,80.7,55.7,80.6,61.5,d
9806,female,64.4,76.0,74.0,69.6,d
9807,male,35.4,58.1,68.0,58.7,d
9808,female,86.8,90.3,49.6,70.2,c
9809,other,100.0,100.0,93.9,100.0,a
9810,other,83.0,87.0,88.7,82.6,c
9811,other,40.5,41.9,40.8,41.1,e
9812,other,100.0,93.9,77.0,92.8,b
9813,female,99.4,77.1,65.4,77.0,c
9814,female,47.4,50.1,51.6,51.2,e
9815,other,63.3,53.6,70.3,71.4,c
9816,male,36.3,55.9,18.4,38.5,f
9817,other,27.7,29.7,57.3,41.5,e
9818,female,33.7,48.4,35.0,35.1,f
9819,female,90.5,66.7,86.9,77.9,c
9820,female,78.4,72.2,89.2,76.5,c
9821,other,46.7,43.2,35.3,42.2,e
9822,other,76.7,67.6,68.1,66.6,d
9823,male,27.6,15.1,25.6,30.4,f
9824,other,35.3,55.2,54.9,46.8,e
9825,other,86.8,82.9,97.1,88.6,b
9826,other,63.3,70.3,57.6,64.6,d
9827,other,97.1,100.0,81.6,88.9,b
9828,other,71.4,63.4,53.9,63.8,d
9829,male,19.9,42.5,46.3,40.3,e
9830,female,70.7,75.0,82.4,86.3,b
9831,other,51.1,39.9,27.4,39.6,f
9832,other,44.9,44.7,60.8,56.6,d
9833,female,68.5,56.4,46.4,58.2,d
9834,other,46.0,75.0,62.4,71.6,c
9835,other,100.0,87.5,97.6,100.0,a
9836,male,99.1,89.4,100.0,98.5,a
9837,other,70.7,65.4,61.3,59.1,d
9838,female,45.6,41.2,47.9,43.7,e
9839,female,99.3,81.5,73.9,84.0,c
9840,male,59.1,57.7,53.0,44.2,e
9841,other,56.4,45.7,56.0,57.4,d
9842,male,41.5,42.6,63.0,56.1,d
9843,female,63.5,83.4,75.8,80.6,c
9844,male,83.9,100.0,76.0,93.3,b
9845,other,42.4,56.7,65.7,51.1,e
9846,female,51.9,35.6,23.7,36.4,f
9847,male,86.3,94.3,83.5,91.5,b
9848,male,44.5,36.5,49.1,40.7,e
9849,other,29.6,56.4,52.8,44.4,e
9850,male,43.8,38.5,52.3,46.9,e
9851,other,61.8,57.8,38.8,61.2,d
9852,male,54.3,70.0,47.6,54.5,e
9853,other,33.0,47.0,42.5,45.8,e
9854,female,30.6,31.3,15.9,23.8,f
9855,male,93.5,75.7,75.9,85.2,b
9856,other,43.4,39.3,56.5,46.1,e
9857,male,67.4,88.8,98.2,88.6,b
9858,other,75.8,71.1,61.1,69.4,d
9859,female,53.1,46.9,51.3,50.2,e
9860,female,94.7,66.6,69.1,81.0,c
9861,male,43.1,57.0,65.5,53.6,e
9862,male,45.9,29.3,19.9,28.2,f
9863,male,62.0,77.5,58.2,67.2,d
9864,other,64.2,24.7,57.5,41.7,e
9865,male,39.9,36.0,52.3,47.1,e
9866,male,87.5,76.2,65.7,83.4,c
9867,male,76.4,71.9,90.3,94.0,b
9868,other,58.3,65.6,58.3,60.6,d
9869,other,61.1,56.6,44.1,62.9,d
9870,other,74.1,64.3,53.6,70.0,c
9871,male,41.7,45.2,43.3,45.3,e
9872,female,55.4,45.0,66.7,57.2,d
9873,other,80.9,65.4,82.1,69.7,d
9874,male,47.9,63.2,75.1,54.7,e
9875,other,28.0,15.0,34.5,32.2,f
9876,male,72.7,59.7,65.4,68.5,d
9877,other,67.6,70.2,72.2,66.7,d
9878,female,35.1,54.2,39.9,36.6,f
9879,other,97.7,100.0,88.8,97.0,a
9880,female,56.2,70.5,73.0,69.8,d
9881,other,94.6,91.6,76.6,75.0,c
9882,other,40.6,37.0,63.9,45.9,e
9883,male,68.7,88.1,73.7,77.9,c
9884,female,89.1,92.0,85.2,86.8,b
9885,female,53.4,74.3,52.3,65.1,d
9886,female,72.3,96.7,59.0,76.2,c
9887,other,56.6,37.6,42.0,44.4,e
9888,male,39.5,35.8,54.0,39.2,f
9889,male,80.8,87.0,84.9,88.2,b
9890,female,24.9,48.0,35.3,36.5,f
9891,other,72.3,54.5,76.7,68.9,d
9892,male,82.8,100.0,100.0,91.9,b
9893,female,35.2,22.2,40.3,44.8,e
9894,other,95.1,95.8,94.7,91.7,b
9895,female,78.8,59.8,67.3,70.3,c
9896,female,81.9,86.2,78.2,89.3,b
9897,female,61.7,72.5,64.7,77.1,c
9898,other,91.6,97.5,100.0,95.3,a
9899,other,62.1,57.5,65.1,56.0,d
9900,female,80.2,90.3,61.3,76.8,c
9901,female,49.4,43.7,60.6,56.3,d
9902,male,89.1,85.9,97.8,85.4,b
9903,female,65.5,74.7,81.1,72.6,c
9904,other,73.0,80.2,76.9,84.0,c
9905,female,43.4,29.5,31.6,29.0,f
9906,other,53.5,39.1,43.4,41.8,e
9907,female,73.2,97.8,74.6,82.4,c
9908,other,68.9,71.5,77.4,63.8,d
9909,other,63.7,82.8,82.7,77.4,c
9910,female,94.2,100.0,100.0,79.8,c
9911,other,49.3,41.1,34.3,42.9,e
9912,other,53.2,58.7,52.6,51.1,e
9913,male,39.0,45.6,63.6,52.5,e
9914,male,86.9,75.5,54.8,76.1,c
9915,other,34.2,27.6,33.8,30.9,f
9916,female,75.3,70.8,51.2,70.2,c
9917,male,100.0,100.0,77.9,95.4,a
9918,other,71.4,65.0,61.0,65.4,d
9919,female,67.9,83.7,89.8,80.4,c
9920,male,81.4,63.7,66.5,70.1,c
9921,male,77.5,73.7,76.0,85.2,b
9922,other,91.9,93.2,98.4,95.1,a
9923,other,92.6,88.4,100.0,96.0,a
9924,female,71.7,95.0,89.8,85.0,c
9925,other,79.0,89.5,70.1,86.8,b
9926,male,69.2,76.9,83.6,80.2,c
9927,other,81.2,93.2,100.0,91.7,b
9928,male,80.2,81.0,82.2,81.3,c
9929,female,54.2,34.2,51.3,46.2,e
9930,other,100.0,82.6,98.1,85.1,b
9931,female,65.6,58.4,49.4,60.1,d
9932,other,64.3,55.2,46.2,47.5,e
9933,female,31.2,27.2,32.2,43.0,e
9934,male,60.5,38.5,39.6,42.9,e
9935,male,70.1,84.2,63.3,73.3,c
9936,male,84.3,58.5,62.6,62.1,d
9937,male,71.1,89.4,97.4,80.8,c
9938,male,100.0,95.7,88.6,91.4,b
9939,other,16.7,36.6,30.2,28.7,f
9940,male,49.4,58.1,75.7,60.7,d
9941,male,81.8,45.0,52.1,59.5,d
9942,other,73.7,80.6,78.3,82.2,c
9943,female,50.9,53.4,47.9,48.4,e
9944,male,33.5,56.6,41.2,45.3,e
9945,other,41.8,32.7,54.7,41.5,e
9946,male,69.0,45.4,38.7,48.7,e
9947,other,86.2,79.6,80.8,83.4,c
9948,male,69.2,91.0,86.3,74.5,c
9949,female,57.3,59.9,62.8,61.2,d
9950,female,65.6,69.8,59.4,66.8,d
9951,female,61.2,62.7,56.0,60.7,d
9952,other,100.0,74.7,100.0,96.9,a
9953,female,77.9,72.8,54.0,69.9,d
9954,female,84.6,89.5,100.0,90.9,b
9955,male,100.0,86.1,97.1,96.6,a
9956,female,50.8,89.1,72.7,67.6,d
9957,other,32.7,45.6,27.8,30.7,f
9958,other,85.2,95.8,91.5,92.7,b
9959,female,50.6,53.8,54.5,52.3,e
9960,female,51.3,61.3,50.2,46.1,e
9961,female,72.4,69.9,75.1,58.7,d
9962,other,66.3,66.1,74.2,69.0,d
9963,other,61.1,59.0,61.9,57.6,d
9964,female,63.3,67.9,59.3,61.3,d
9965,other,19.4,30.3,44.9,37.1,f
9966,male,45.6,68.5,39.3,43.0,e
9967,other,91.9,79.8,76.2,71.5,c
9968,other,53.9,39.9,45.3,44.4,e
9969,other,84.7,100.0,77.4,88.7,b
9970,female,74.4,73.7,85.4,78.5,c
9971,other,71.1,87.3,68.6,76.7,c
9972,female,98.5,87.2,100.0,92.0,b
9973,other,72.3,67.0,76.0,71.6,c
9974,male,40.4,59.6,60.2,55.1,d
9975,female,86.9,81.5,63.4,80.0,c
9976,female,37.9,32.9,51.8,32.3,f
9977,other,54.6,57.0,43.9,54.6,e
9978,other,54.2,61.5,30.2,52.0,e
9979,other,71.4,92.5,81.6,79.8,c
9980,male,100.0,100.0,73.8,93.6,b
9981,female,49.7,76.1,65.6,64.3,d
9982,male,47.5,45.6,45.0,48.0,e
9983,other,64.8,58.2,46.4,64.6,d
9984,male,72.8,85.8,73.1,76.7,c
9985,female,74.5,71.6,75.7,73.9,c
9986,female,78.1,80.3,100.0,87.9,b
9987,other,48.0,41.0,45.3,53.6,e
9988,other,24.8,32.5,45.7,34.5,f
9989,other,52.5,39.3,63.8,54.3,e
9990,female,95.1,87.4,77.0,80.9,c
9991,male,79.1,61.8,66.8,73.8,c
9992,other,26.8,48.1,28.8,39.4,f
9993,male,65.1,81.3,69.4,67.7,d
9994,female,88.4,87.0,82.9,88.7,b
9995,female,28.5,15.4,33.0,35.2,f
9996,female,84.6,100.0,93.6,89.1,b
9997,other,100.0,98.5,100.0,98.0,a
9998,male,63.2,88.6,81.6,80.1,c
9999,female,75.2,58.3,62.3,70.9,c
10000,male,50.4,84.2,59.6,68.5,d
10001,other,47.1,22.3,31.7,44.1,e
10002,other,15.9,9.5,37.3,24.5,f
10003,female,55.5,62.9,48.1,49.1,e
10004,male,50.9,20.1,41.4,31.3,f
10005,male,99.5,100.0,100.0,100.0,a
10006,male,82.9,75.8,57.1,69.6,d
10007,female,62.3,63.1,74.0,55.4,d
10008,other,87.9,95.9,92.4,83.3,c
10009,male,66.4,66.2,85.0,76.9,c
10010,female,44.0,50.7,40.7,32.9,f
10011,female,72.0,66.6,77.4,67.8,d
10012,male,59.1,77.3,70.5,69.5,d
10013,female,56.6,84.3,55.1,65.7,d
10014,other,41.4,48.3,47.9,46.9,e
10015,other,77.4,100.0,70.3,86.1,b
10016,female,69.4,50.8,61.2,70.8,c
10017,male,67.8,80.8,51.5,62.1,d
10018,other,33.7,31.6,30.5,36.0,f
10019,male,67.3,53.1,60.9,65.1,d
10020,other,30.6,71.7,23.9,43.1,e
10021,other,44.3,21.2,26.3,33.9,f
10022,male,88.5,70.0,80.0,79.7,c
10023,other,87.3,76.7,51.1,66.4,d
10024,male,38.7,58.6,43.1,49.1,e
10025,female,37.0,46.4,51.9,48.5,e
10026,male,20.0,20.8,13.9,33.1,f
10027,male,100.0,90.2,87.3,92.9,b
10028,other,52.1,63.1,66.7,66.1,d
10029,female,50.2,43.1,65.0,54.6,e
10030,female,63.7,74.1,95.1,79.5,c
10031,female,35.3,47.4,40.0,34.5,f
10032,other,54.0,58.5,69.2,51.7,e
10033,other,69.8,73.2,85.9,65.2,d
10034,female,81.8,78.2,87.5,82.8,c
10035,male,70.6,72.5,75.5,82.0,c
10036,male,32.9,44.6,25.4,27.8,f
10037,female,59.0,51.7,58.5,58.4,d
10038,male,66.8,54.1,72.4,66.3,d
10039,male,44.5,56.7,36.6,53.3,e
10040,male,92.3,88.1,85.3,88.3,b
10041,other,38.1,23.0,32.7,29.7,f
10042,female,45.2,42.7,57.1,53.6,e
10043,other,53.0,55.1,66.5,66.5,d
10044,female,51.1,47.4,32.2,43.6,e
10045,female,54.9,64.2,72.5,72.9,c
10046,other,24.2,48.2,24.9,34.2,f
10047,other,62.2,79.3,58.5,69.8,d
10048,male,47.1,57.8,73.5,55.7,d
10049,male,79.6,73.3,53.6,72.3,c
10050,female,94.1,97.8,83.2,82.5,c
10051,male,72.5,76.8,69.9,62.5,d
10052,male,34.4,58.0,53.3,43.8,e
10053,male,83.3,79.5,70.8,68.4,d
10054,other,77.5,87.6,89.5,90.3,b
10055,female,63.0,80.9,71.9,60.6,d
10056,male,68.3,67.8,66.6,66.5,d
10057,other,72.5,58.1,69.1,57.4,d
10058,female,72.2,63.4,79.5,67.2,d
10059,other,88.0,64.5,69.2,71.1,c
10060,male,24.1,34.3,45.5,32.8,f
10061,other,56.8,41.0,35.3,48.2,e
10062,male,100.0,95.1,100.0,100.0,a
10063,female,76.6,84.8,52.2,71.2,c
10064,female,49.9,64.4,69.2,58.1,d
10065,male,66.8,75.3,93.5,69.5,d
10066,female,64.7,44.0,60.4,58.4,d
10067,male,69.9,86.4,64.7,62.1,d
10068,female,29.7,32.2,56.1,39.2,f
10069,other,35.6,45.9,46.1,47.0,e
10070,male,60.6,48.9,22.8,47.8,e
10071,female,96.5,90.2,89.4,86.6,b
10072,other,82.6,71.0,60.8,69.7,d
10073,male,100.0,89.4,92.6,93.9,b
10074,male,59.1,49.6,46.7,57.5,d
10075,male,18.7,29.3,49.7,34.2,f
10076,female,72.9,32.3,63.3,58.4,d
10077,male,30.9,48.2,28.5,32.3,f
10078,other,76.8,84.6,65.5,59.5,d
10079,male,17.6,44.4,25.2,25.8,f
10080,female,53.7,52.6,59.6,44.0,e
10081,male,59.5,77.6,75.0,69.9,d
10082,male,92.3,80.8,91.8,77.3,c
10083,male,16.0,34.4,25.6,31.4,f
10084,female,49.3,45.8,50.8,48.6,e
10085,male,51.5,47.0,63.3,52.5,e
10086,male,24.9,9.9,33.7,31.4,f
10087,female,90.0,90.5,67.6,90.1,b
10088,female,73.6,79.6,78.5,81.0,c
10089,male,39.3,43.8,32.4,42.2,e
10090,female,44.1,48.2,55.0,42.6,e
10091,female,43.7,54.9,59.4,52.3,e
10092,other,42.6,45.9,53.7,43.6,e
10093,female,97.6,84.5,82.2,90.5,b
10094,other,17.0,26.8,17.2,25.9,f
10095,male,85.4,87.9,71.5,84.5,c
10096,male,78.5,83.4,86.2,89.3,b
10097,female,97.7,78.6,80.5,81.4,c
10098,male,75.9,53.3,81.6,71.8,c
10099,other,28.0,61.9,38.5,41.3,e
10100,female,97.5,66.6,69.6,79.1,c
10101,female,94.2,98.3,100.0,90.6,b
10102,female,51.5,67.0,50.6,60.3,d
10103,male,62.2,29.8,49.5,37.8,f
10104,female,44.2,55.5,72.1,45.8,e
10105,other,19.4,40.7,30.7,35.5,f
10106,female,65.4,41.3,27.5,53.0,e
10107,female,64.6,57.8,63.6,61.6,d
10108,female,100.0,82.9,91.4,87.2,b
10109,female,78.6,82.8,76.9,77.3,c
10110,other,55.4,69.0,71.7,62.4,d
10111,other,61.0,67.3,72.5,72.9,c
10112,female,58.4,71.6,56.1,66.1,d
10113,other,43.0,47.7,40.8,49.9,e
10114,male,56.7,75.6,68.5,72.9,c
10115,male,39.8,53.1,44.9,47.5,e
10116,male,76.8,86.1,73.8,78.6,c
10117,other,35.0,33.4,37.3,38.0,f
10118,female,40.3,57.7,61.0,72.4,c
10119,female,56.8,66.4,85.8,68.0,d
10120,male,55.4,58.1,52.5,57.1,d
10121,female,52.7,39.6,49.3,59.6,d
10122,male,33.9,25.6,31.5,28.8,f
10123,female,76.9,76.0,77.3,82.7,c
10124,female,54.4,48.6,52.0,55.6,d
10125,other,77.7,64.8,76.2,73.9,c
10126,other,96.0,91.9,87.7,86.3,b
10127,male,60.6,47.2,47.6,60.0,d
10128,other,67.3,90.3,91.4,84.7,c
10129,female,50.6,46.7,35.6,36.8,f
10130,female,43.7,47.0,28.3,33.8,f
10131,female,45.6,58.0,71.1,55.9,d
10132,male,79.0,89.1,81.6,76.4,c
10133,male,86.6,92.7,85.5,96.0,a
10134,female,74.4,79.3,73.9,79.7,c
10135,other,82.2,83.7,70.0,75.1,c
10136,female,50.4,49.4,57.6,48.4,e
10137,female,61.7,51.4,51.6,58.4,d
10138,other,73.5,58.0,63.2,69.1,d
10139,other,52.7,46.4,28.0,38.7,f
10140,female,69.7,64.5,70.6,63.1,d
10141,male,91.3,91.2,88.5,91.1,b
10142,other,35.5,44.2,28.5,38.8,f
10143,other,72.3,63.6,54.1,73.9,c
10144,other,64.0,71.3,64.1,67.3,d
10145,other,44.4,42.8,35.5,43.6,e
10146,female,49.8,52.2,59.3,62.9,d
10147,male,48.5,43.4,59.6,48.3,e
10148,male,95.7,96.3,98.2,83.2,c
10149,other,63.8,57.7,53.9,63.5,d
10150,female,51.9,54.9,42.5,52.4,e
10151,female,21.1,46.5,38.4,38.3,f
10152,female,60.1,69.1,80.4,74.2,c
10153,other,29.1,63.2,50.4,42.1,e
10154,female,70.3,83.0,90.1,73.8,c
10155,male,50.2,49.6,55.5,54.3,e
10156,other,73.1,79.3,76.8,78.2,c
10157,female,53.2,4.6,47.8,52.8,e
10158,male,32.6,24.9,12.3,21.1,f
